iter	MultiClass
143	0.0506847255
144	0.04994951954
145	0.04940363426
146	0.04920096309
147	0.04900629188
148	0.04844790056
149	0.04751553579
150	0.04734255331
151	0.04669109464
152	0.0458341322
153	0.04548845482
154	0.04533517729
155	0.04503790244
156	0.04460418553
157	0.04365439099
158	0.04353343419
159	0.04335653987
160	0.04306972745
161	0.04285305473
162	0.04276795748
163	0.04241306432
164	0.04215588425
165	0.04199251465
166	0.04177449661
167	0.04133107925
168	0.04101681708
169	0.04073742623
170	0.04038877883
171	0.03974946431
172	0.03955862902
173	0.03938853978
174	0.03918613542
175	0.03892972784
176	0.03822675682
177	0.03811755215
178	0.03798724307
179	0.03701884985
180	0.03635196044
181	0.03622007408
182	0.03614213447
183	0.03589200961
184	0.03536776171
185	0.03524605726
186	0.03512742762
187	0.03485879997
188	0.03436093266
189	0.03418716288
190	0.03410714544
191	0.03356175302
192	0.0331654059
193	0.03295790356
194	0.03278463716
195	0.03270394395
196	0.03261982621
197	0.0325514254
198	0.03233619854
199	0.03190172179
200	0.03165289254
201	0.0315538761
202	0.03099869895
203	0.03086367891
204	0.03071106046
205	0.03031319362
206	0.03025064461
207	0.03019744202
208	0.03009329371
209	0.03004827322
210	0.02996247539
211	0.02981543873
212	0.02972909457
213	0.02968198106
214	0.0296180968
215	0.02952425225
216	0.02940128935
217	0.02901954238
218	0.02882289868
219	0.02874120274
220	0.02856404467
221	0.02854460933
222	0.02843469277
223	0.02830135433
224	0.02786020213
225	0.02759545948
226	0.02751017399
227	0.027400909
228	0.02737076328
229	0.02715649165
230	0.02674104531
231	0.02665203509
232	0.0266322957
233	0.02656644718
234	0.02637167317
235	0.02606613389
236	0.02600008632
237	0.02581574505
238	0.0257758827
239	0.02574680728
240	0.02570400499
241	0.0256635288
242	0.02564000239
243	0.02551089185
244	0.0254606255
245	0.02542356682
246	0.02531316096
247	0.02523295149
248	0.02506958188
249	0.02490700273
250	0.0248341709
251	0.02466719248
252	0.02464780692
253	0.02438389083
254	0.02432885065
255	0.02428510531
256	0.02427383613
257	0.02395962655
258	0.02391309893
259	0.02378051009
260	0.02376385141
261	0.02352083778
262	0.02341253164
263	0.02336851275
264	0.0232518286
265	0.02322980563
266	0.02313414646
267	0.02289032511
268	0.02286361049
269	0.02276454231
270	0.02268994447
271	0.02260448513
272	0.02224130302
273	0.02222491493
274	0.02208106621
275	0.02179535135
276	0.02175614837
277	0.02143970139
278	0.02140136768
279	0.02133788432
280	0.02125246987
281	0.02114073122
282	0.021102069
283	0.02097217295
284	0.02094670473
285	0.02081302348
286	0.02060845795
287	0.02055931863
288	0.02049605324
289	0.0204422204
290	0.02042561612
291	0.02029567571
292	0.02025011527
293	0.02016842521
294	0.02011534549
295	0.02005970414
296	0.02003631539
297	0.01991102097
298	0.01985071733
299	0.01982590988
300	0.01979088078
301	0.01976987992
302	0.01972342633
303	0.01967898971
304	0.01962546028
305	0.01960392639
306	0.01954757512
307	0.01948761736
308	0.01946553118
309	0.01943165974
310	0.0194040073
311	0.0191885526
312	0.01909724972
313	0.01906221639
314	0.01888557752
315	0.01883218706
316	0.01877521183
317	0.0187118603
318	0.0186359634
319	0.0185736517
320	0.01850876757
321	0.01840418432
322	0.01832871758
323	0.0182908183
324	0.01822934978
325	0.01815352936
326	0.01813948463
327	0.01810286223
328	0.01808586058
329	0.01806444847
330	0.01802643979
331	0.01781767015
332	0.01778474632
333	0.01772453218
334	0.0176577115
335	0.01760410798
336	0.01758987041
337	0.017571764
338	0.01756501933
339	0.01748765516
340	0.01746836122
341	0.01744273749
342	0.01739833131
343	0.01737974862
344	0.01735454747
345	0.01731162109
346	0.01720838625
347	0.01717765207
348	0.01699799567
349	0.01679489069
350	0.0167518911
351	0.01670529687
352	0.01668711761
353	0.01667350708
354	0.01652448221
355	0.01649442569
356	0.01644404781
357	0.01640690768
358	0.01639091951
359	0.01634770195
360	0.016289344
361	0.01602800568
362	0.01594700482
363	0.01591378279
364	0.0158648816
365	0.01578583005
366	0.01563429437
367	0.01553612076
368	0.01545338589
369	0.01543910604
370	0.01539361272
371	0.01535938922
372	0.0153034845
373	0.01526301838
374	0.01524392456
375	0.01511572412
376	0.01509253411
377	0.01498945491
378	0.01495526421
379	0.01493975941
380	0.01487954034
381	0.01484834184
382	0.01479922546
383	0.01475869698
384	0.0147550521
385	0.0147136027
386	0.01468676872
387	0.01466201743
388	0.01462996577
389	0.01452635687
390	0.01450669337
391	0.01448526292
392	0.01445975027
393	0.01443917438
394	0.01439787604
395	0.0143732232
396	0.01435110039
397	0.01431076791
398	0.01416993709
399	0.01415516029
400	0.01411375394
401	0.01408736101
402	0.01400495111
403	0.01392567074
404	0.01391211278
405	0.01390248686
406	0.01385269444
407	0.01383916436
408	0.01377617833
409	0.01369458583
410	0.0136716622
411	0.01365800364
412	0.01364953041
413	0.01357313314
414	0.0135646666
415	0.01348138517
416	0.01341831911
417	0.01338463123
418	0.01332386864
419	0.01322869056
420	0.01320780914
421	0.01314105485
422	0.01305551724
423	0.01298733774
424	0.01295008181
425	0.01290880797
426	0.01286063073
427	0.01285677392
428	0.0128345165
429	0.01280150326
430	0.01278535779
431	0.01269025005
432	0.01267323131
433	0.01260939013
434	0.01257177942
435	0.01256665529
436	0.01253403801
437	0.01252391984
438	0.01250171417
439	0.01247550853
440	0.012469884
441	0.01243694613
442	0.01243072582
443	0.01242847228
444	0.01240349149
445	0.01238758955
446	0.0123786175
447	0.01233211198
448	0.01232139496
449	0.01227679868
450	0.01226153859
451	0.01223349622
452	0.01219958585
453	0.01217257976
454	0.01209587105
455	0.01208606361
456	0.01201532753
457	0.01200971031
458	0.01199392306
459	0.01194240045
460	0.01193005688
461	0.01181269667
462	0.01180624241
463	0.01178155768
464	0.01176207879
465	0.0117539342
466	0.01174045538
467	0.01172946545
468	0.01169285797
469	0.01168515675
470	0.01165457109
471	0.01164276166
472	0.01159509783
473	0.01158949106
474	0.01158386249
475	0.01155420001
476	0.01154503015
477	0.01147814964
478	0.01145708661
479	0.0113639091
480	0.01136086874
481	0.01133301396
482	0.01132133342
483	0.01131163481
484	0.01128105875
485	0.01119677315
486	0.01117701808
487	0.01114869993
488	0.01108422226
489	0.01101935424
490	0.01101138959
491	0.01099246384
492	0.0109220601
493	0.01083238768
494	0.0107915803
495	0.01078131354
496	0.01070608123
497	0.01062695166
498	0.01061128021
499	0.01057725935
500	0.01057486466
501	0.01057363808
502	0.01052675206
503	0.01052080458
504	0.01049607539
505	0.01048009738
506	0.01047832489
507	0.01038008008
508	0.01030860302
509	0.0103034657
510	0.01028975447
511	0.01025721682
512	0.01025052298
513	0.01018810282
514	0.01017074202
515	0.01014693859
516	0.01013366443
517	0.01005786135
518	0.01004821828
519	0.01003151086
520	0.01001009205
521	0.009998589496
522	0.009978850485
523	0.009966745413
524	0.009950265338
525	0.009939571854
526	0.00991643397
527	0.009893472595
528	0.009876808937
529	0.009846236873
530	0.009797836898
531	0.009791338037
532	0.00975784352
533	0.009753599064
534	0.009735553219
535	0.009730596851
536	0.009653435668
537	0.009635734982
538	0.009581919712
539	0.009570227949
540	0.0094981623
541	0.009445718998
542	0.009414908386
543	0.009391459876
544	0.009360168022
545	0.009354926026
546	0.009290615418
547	0.009284602604
548	0.009256537864
549	0.009239142995
550	0.009233185674
551	0.009220778519
552	0.00920124138
553	0.009176410298
554	0.009168391443
555	0.009152401543
556	0.00911884653
557	0.0090570076
558	0.009052713972
559	0.009009149783
560	0.008992569457
561	0.008983850351
562	0.008958225712
563	0.008944429173
564	0.008919293088
565	0.008900737018
566	0.008858279187
567	0.008848164752
568	0.008816679904
569	0.008802863528
570	0.008792782037
571	0.008785685153
572	0.008776795168
573	0.008775034469
574	0.008760210908
575	0.008751100594
576	0.008741561471
577	0.008726260187
578	0.008702723585
579	0.008698773116
580	0.008660095979
581	0.008641634821
582	0.00863079084
583	0.008616882444
584	0.008603071271
585	0.008548968894
586	0.008543288773
587	0.008536706352
588	0.008525186225
589	0.008489655725
590	0.008482953171
591	0.008472004879
592	0.008457490525
593	0.008442439924
594	0.008440344291
595	0.008435500012
596	0.008431057503
597	0.008413799796
598	0.008401807803
599	0.008387567551
600	0.008385946674
601	0.008381077622
602	0.008332335791
603	0.008296925948
604	0.008288902171
605	0.008272308408
606	0.008238627521
607	0.008230595352
608	0.008200981943
609	0.008159890714
610	0.008147071003
611	0.00811741239
612	0.008058906681
613	0.008025642868
614	0.007998336061
615	0.007991882941
616	0.007981643027
617	0.007954022197
618	0.007945586461
619	0.007936632415
620	0.007898352693
621	0.007891540707
622	0.007872724673
623	0.007849964202
624	0.007815315732
625	0.007785608302
626	0.007777938289
627	0.007765851066
628	0.007761783206
629	0.007742061902
630	0.007721443699
631	0.007709931963
632	0.007682330797
633	0.007676490691
634	0.0076727498
635	0.00766530555
636	0.007635620174
637	0.007620634817
638	0.007611128719
639	0.007603763294
640	0.007579259706
641	0.007576211539
642	0.007560753064
643	0.007551021287
644	0.007546509344
645	0.007530439832
646	0.007523701468
647	0.007513110495
648	0.007503370803
649	0.007497034564
650	0.00749468756
651	0.007484711552
652	0.007451866465
653	0.007430703389
654	0.007418572539
655	0.007414944036
656	0.00741055994
657	0.007383712912
658	0.007381896804
659	0.007355945254
660	0.007325383423
661	0.007315199175
662	0.00729652122
663	0.007290389373
664	0.007288241964
665	0.007279395631
666	0.007276039648
667	0.007267352822
668	0.007264951648
669	0.007258639157
670	0.007251066235
671	0.007248002166
672	0.007246585666
673	0.007240618866
674	0.007201501343
675	0.007167570141
676	0.007166046087
677	0.007156715832
678	0.007143200577
679	0.007141740936
680	0.007140408157
681	0.007127020065
682	0.007120396238
683	0.007114688938
684	0.007104654684
685	0.00709716508
686	0.007064402107
687	0.007051010596
688	0.007050198421
689	0.007040328557
690	0.00703278814
691	0.007018247597
692	0.007003650212
693	0.007002315316
694	0.006998157678
695	0.006973170893
696	0.006965279114
697	0.006954295289
698	0.006916970186
699	0.006912277553
700	0.006901639
701	0.006882473599
702	0.006876309405
703	0.006852092497
704	0.006839259814
705	0.006831812617
706	0.006820688184
707	0.006811404664
708	0.006807039598
709	0.006801591676
710	0.006779439344
711	0.006768664161
712	0.006756635646
713	0.006753539827
714	0.006727903036
715	0.006707254189
716	0.006698375526
717	0.006690817181
718	0.006683913958
719	0.006674801626
720	0.006672380778
721	0.006668943559
722	0.006653650735
723	0.006647012841
724	0.006643395477
725	0.006632667715
726	0.006601446299
727	0.006595882554
728	0.006593306071
729	0.006582660987
730	0.006575848689
731	0.006566296852
732	0.006554902416
733	0.0065516516
734	0.006542366417
735	0.006530999245
736	0.006529381434
737	0.006522976298
738	0.006513746164
739	0.006510916606
740	0.006500207433
741	0.006496087443
742	0.006492086907
743	0.006489987442
744	0.006478878769
745	0.006474824424
746	0.006447864183
747	0.006443721346
748	0.006435178059
749	0.006426026106
750	0.006423762015
751	0.006401604294
752	0.006389857498
753	0.006355216775
754	0.006348664341
755	0.006346269226
756	0.006335476621
757	0.006311289516
758	0.006309618465
759	0.006300398365
760	0.006283103419
761	0.006277939166
762	0.00627284055
763	0.006251858908
764	0.006245875055
765	0.006241896998
766	0.00623717817
767	0.006226977185
768	0.006220531649
769	0.006216420683
770	0.006212111228
771	0.006204743462
772	0.006201776431
773	0.006191773128
774	0.006181152405
775	0.006179169906
776	0.006177747823
777	0.006153180039
778	0.006149324299
779	0.00614655395
780	0.00613732932
781	0.006129464911
782	0.006120647976
783	0.00612021473
784	0.006109895378
785	0.006086858348
786	0.006084307128
787	0.006076861027
788	0.006074390834
789	0.006071185984
790	0.006068209721
791	0.006062229125
792	0.006055092595
793	0.006045888373
794	0.00603706075
795	0.006034361933
796	0.006026023799
797	0.006018941111
798	0.006004459876
799	0.006003187532
800	0.00597798955
801	0.005969973988
802	0.00594447098
803	0.005940867582
804	0.005937830587
805	0.005932602559
806	0.005925927308
807	0.005922892211
808	0.005911750491
809	0.00590105324
810	0.005884115338
811	0.005882314722
812	0.00585105939
813	0.005823009696
814	0.005797842182
815	0.005795149736
816	0.005792340417
817	0.005781506326
818	0.005764787165
819	0.005763537573
820	0.005750496591
821	0.005743697216
822	0.00573806398
823	0.005733235424
824	0.005729222483
825	0.005711932418
826	0.005695522568
827	0.005689330039
828	0.00566832793
829	0.005662764835
830	0.00564767034
831	0.005640286118
832	0.005638592859
833	0.005632115523
834	0.005624556815
835	0.005615950702
836	0.005610633645
837	0.005608970521
838	0.005601988802
839	0.005596487796
840	0.005595998542
841	0.005592952629
842	0.005588208407
843	0.005581261817
844	0.005571055426
845	0.005563413388
846	0.005543847122
847	0.005524189282
848	0.005511409429
849	0.005506482216
850	0.005504618766
851	0.005499498368
852	0.00547593086
853	0.005457787386
854	0.005453313575
855	0.005450611524
856	0.005449041272
857	0.005441875522
858	0.005435093438
859	0.005434016993
860	0.005429863874
861	0.005426780532
862	0.005418986305
863	0.005418051124
864	0.005413708141
865	0.005387614982
866	0.00536303975
867	0.005345181962
868	0.005342094389
869	0.005325010894
870	0.005318406455
871	0.005307404496
872	0.005296656866
873	0.005279127316
874	0.005272590971
875	0.005270632
876	0.005267362861
877	0.005263378004
878	0.005255813179
879	0.005254596067
880	0.00525023339
881	0.005248836953
882	0.005242737873
883	0.005237534479
884	0.005234231663
885	0.005228901986
886	0.005216233807
887	0.005211993342
888	0.005208466124
889	0.005203588883
890	0.005183017451
891	0.005162462071
892	0.005156003765
893	0.005151055166
894	0.005142429385
895	0.005140459339
896	0.005135094577
897	0.005109652577
898	0.00510376488
899	0.005098468687
900	0.005096706081
901	0.005091960572
902	0.005087418265
903	0.005081135389
904	0.005080538305
905	0.00507700584
906	0.005073945652
907	0.005071757493
908	0.005063393725
909	0.005057302643
910	0.005055193955
911	0.00504872626
912	0.005042491414
913	0.005040602413
914	0.005035583452
915	0.005028615046
916	0.005022881834
917	0.005007492976
918	0.004999437194
919	0.004995298003
920	0.004986612812
921	0.004977150145
922	0.004976033816
923	0.004970264866
924	0.004965405978
925	0.004951796011
926	0.00494749195
927	0.004942316233
928	0.004938046402
929	0.004936501832
930	0.004933925439
931	0.004927895207
932	0.004926242376
933	0.004923399891
934	0.004919453587
935	0.004916100191
936	0.004900544352
937	0.004899188034
938	0.004896563868
939	0.004893075892
940	0.004890981492
941	0.004888059868
942	0.004885787253
943	0.004876915859
944	0.00487583071
945	0.004869093649
946	0.00486867161
947	0.004866497886
948	0.004864120841
949	0.004860218926
950	0.004859200306
951	0.004855576827
952	0.004850953892
953	0.004847415265
954	0.004826795061
955	0.004809775733
956	0.004809116893
957	0.004805099702
958	0.004804470293
959	0.004801780755
960	0.004798682953
961	0.004795447222
962	0.004790651763
963	0.004785959885
964	0.004782310174
965	0.004778149527
966	0.004763189954
967	0.004759985068
968	0.004755520817
969	0.004753104805
970	0.004751366448
971	0.004749210745
972	0.004748445197
973	0.004746891674
974	0.004742307958
975	0.004725071802
976	0.004719554574
977	0.004715778733
978	0.004710949501
979	0.004708467863
980	0.00470731803
981	0.004704389741
982	0.004691652935
983	0.004683479405
984	0.004682468667
985	0.004678377748
986	0.004672830019
987	0.004670035952
988	0.004667398976
989	0.004655177051
990	0.004652394869
991	0.004635379874
992	0.004631846242
993	0.004628011513
994	0.004621118814
995	0.004617253254
996	0.004608803774
997	0.004591541129
998	0.004590733978
999	0.004589978159
1000	0.00458797571
1001	0.004583148487
1002	0.004575006564
1003	0.00457177591
1004	0.004567765403
1005	0.004565976514
1006	0.004550977645
1007	0.004547584366
1008	0.004543033438
1009	0.004538484995
1010	0.004534970418
1011	0.004518901436
1012	0.004513385357
1013	0.004512224644
1014	0.004507868348
1015	0.004504762268
1016	0.004503018712
1017	0.004498607788
1018	0.004493403369
1019	0.004489124746
1020	0.004484664171
1021	0.004482431758
1022	0.004479840189
1023	0.00446565437
1024	0.004455877935
1025	0.004450560379
1026	0.004434217844
1027	0.004432375568
1028	0.00441941567
1029	0.004419101474
